ID,MembershipID,Price,Number of ramens,Options,Add-ons,Take-away
c2c5bd04-0a81-4852-80b0-63e9161423ec,00000000,14.95,1,Soup:0|Spring Onion:2|Test Option:2|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:1,Extra Nori:2.00:2|Bamboo Shoots:1.00:1|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,1,0,2020-05-29 21:54,I wang to go back to school
40ee0f97-a192-4a6d-9cea-ece7be3e6a8c,00000001,9.95,1,Soup:0|Spring Onion:2|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,1,0,2020-05-29 23:02,We hope that the COVID-19 would disappear soon
b2cc5514-15c2-4da1-902b-adf7054ae79c,00000001,13.95,1,Soup:0|Spring Onion:0|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:1,Extra Nori:2.00:2|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,1,0,2020-05-29 23:21,aa
e31816af-14de-4115-ae96-37564aedbfa8,00000004,9.95,1,Soup:0|Spring Onion:1|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,0,0,2020-05-29 23:23,aa
074d1dac-044d-46df-bc47-86073d0047f7,00000001,9.95,1,Soup:1|Spring Onion:0|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,0,0,2020-05-29 23:29,00
30152dc4-bd79-46ad-874c-be853b2d0e4c,00000001,9.95,1,Soup:0|Spring Onion:1|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,0,2,2020-05-29 23:33,00
b09175ac-de05-4e9b-aca4-28c368a118ac,00000005,13.95,1,Soup:0|Spring Onion:0|Test Option:0|Spiciness:4|Boiled Egg:0|Chashw:0|Nori:0|Noodles:1,Extra Nori:2.00:2|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,1,0,2020-05-29 23:40,gf
31635b98-c1fe-4d9e-b3c2-74387ecb2492,00000001,12.95,1,Soup:2|Spring Onion:0|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:1|Extra Boiled Egg:1.00:2|Extra Chashu:1.00:0,1,2,2020-05-30 00:25,010
82dc5411-1f76-46b5-8afc-607cf39c6605,00000001,9.95,1,Soup:0|Spring Onion:0|Test Option:0|Spiciness:0|Boiled Egg:0|Chashw:0|Nori:0|Noodles:0,Extra Nori:2.00:0|Bamboo Shoots:1.00:0|Extra Boiled Egg:1.00:0|Extra Chashu:1.00:0,0,2,2020-05-30 00:41,some note here
test,00000000,10.00,1,Soup:1,Extra Test:1.00:1,0,1,Sometimes,some notes
